      33.82	     0.178
      34.39	     0.178
      34.55	     0.178
      34.88	     0.178
      35.21	     0.178
      35.45	     0.178
      35.73	     0.178
      36.08	     0.178
      36.24	     0.178
      36.57	     0.178
      36.81	     0.175
      37.03	     0.172
      37.45	     0.172
      38.04	     0.172
      38.41	     0.168
      38.52	     0.168
      38.65	     0.168
      39.23	     0.168
      39.36	     0.168
      39.64	     0.168
      39.75	     0.168
      39.88	     0.168
      39.99	     0.168
      40.41	     0.168
      40.68	     0.168
      41.11	     0.168
      41.53	     0.168
      41.66	     0.168
      42.06	     0.168
      42.13	     0.168
      42.44	     0.168
      43.18	     0.168
      43.62	     0.168
      43.75	     0.168
      44.43	     0.168
      44.65	     0.168
      44.81	     0.168
      45.31	     0.168
      45.75	     0.168
      47.47	     0.168
