      25.14	      0.13
      25.39	      0.13
      25.39	     0.123
      25.56	     0.123
      25.56	     0.118
      25.92	     0.118
      25.92	     0.114
      26.13	     0.114
      26.13	     0.111
      26.36	     0.111
      26.36	     0.104
      26.47	     0.104
      26.47	    0.0994
       26.7	    0.0994
       26.7	    0.0951
      27.03	    0.0951
      27.03	    0.0909
      27.17	    0.0909
      27.17	    0.0877
      27.52	    0.0877
      27.52	    0.0835
      27.92	    0.0835
      27.92	    0.0792
      28.81	    0.0792
      28.81	    0.0761
       31.3	    0.0761
       31.3	    0.0719
      32.35	    0.0719
      32.35	    0.0676
      33.43	    0.0676
      33.43	    0.0634
      35.16	    0.0634
      35.16	    0.0602
      43.38	    0.0602
